Style #,Order #,Customer,Roll #,Vendor Roll #,Rack,Qty (yds),Qty (lbs),Good Ea.,Bad Ea.,Received
CF5394-0/0,D63483,"CFAB - CREATIVE FABRIC SERVICE, LLC",006348392,6060-B,UNCUT DONT SHIP,70,16.2,,,5/30/2024
CF5394-0/0,D63483,"CFAB - CREATIVE FABRIC SERVICE, LLC",006348393,6061-A,UNCUT DONT SHIP,58,13.6,,,5/30/2024
CF5394-0/0,D63483,"CFAB - CREATIVE FABRIC SERVICE, LLC",006348394,6061-B,UNCUT DONT SHIP,58,13.6,,,5/30/2024
CF5394-0/0,D63483,"CFAB - CREATIVE FABRIC SERVICE, LLC",006348395,6062-A,UNCUT DONT SHIP,60,13.6,,,5/30/2024
CF5394-0/0,D63483,"CFAB - CREATIVE FABRIC SERVICE, LLC",006348396,6062-B,UNCUT DONT SHIP,60,13.6,,,5/30/2024
CF5394-0/0,D63483,"CFAB - CREATIVE FABRIC SERVICE, LLC",006348397,6063-A,UNCUT DONT SHIP,48,11,,,5/30/2024
CF5394-0/0,D63483,"CFAB - CREATIVE FABRIC SERVICE, LLC",006348398,6063-B,UNCUT DONT SHIP,48,10.9,,,5/30/2024
CF5394-0/0,D63483,"CFAB - CREATIVE FABRIC SERVICE, LLC",006348399,6064-A,UNCUT DONT SHIP,67,16,,,5/30/2024
CF5394-0/0,D63541,"CFAB - CREATIVE FABRIC SERVICE, LLC",006354101,33-A,UNCUT DONT SHIP,58,13.9,,,5/30/2024
CF5394-0/0,D63541,"CFAB - CREATIVE FABRIC SERVICE, LLC",006354102,33-B,UNCUT DONT SHIP,58,13.8,,,5/30/2024
CF5394-0/0,D63541,"CFAB - CREATIVE FABRIC SERVICE, LLC",006354103,34-A,UNCUT DONT SHIP,60,14.4,,,5/30/2024
CF5394-0/0,D63541,"CFAB - CREATIVE FABRIC SERVICE, LLC",006354104,34-B,UNCUT DONT SHIP,60,14.4,,,5/30/2024
CF5394-0/0,D63541,"CFAB - CREATIVE FABRIC SERVICE, LLC",006354105,35-A,UNCUT DONT SHIP,60,14.4,,,5/30/2024
CF5394-0/0,D63541,"CFAB - CREATIVE FABRIC SERVICE, LLC",006354106,35-B,UNCUT DONT SHIP,60,14.4,,,5/30/2024
CF5394-0/0,D63541,"CFAB - CREATIVE FABRIC SERVICE, LLC",006354107,36-A,UNCUT DONT SHIP,60,14.1,,,5/30/2024
CF5394-0/0,D63541,"CFAB - CREATIVE FABRIC SERVICE, LLC",006354108,36-B,UNCUT DONT SHIP,60,14.1,,,5/30/2024
CF5394-0/0,D63541,"CFAB - CREATIVE FABRIC SERVICE, LLC",006354109,37-A,UNCUT DONT SHIP,60,14.3,,,5/30/2024
CF5394-0/0,D63541,"CFAB - CREATIVE FABRIC SERVICE, LLC",006354110,50-B,UNCUT DONT SHIP,60,13.9,,,5/30/2024
CF5394-0/0,D63541,"CFAB - CREATIVE FABRIC SERVICE, LLC",006354110,51-A,UNCUT DONT SHIP,80,19.4,,,5/30/2024
CF5394-0/0,D63541,"CFAB - CREATIVE FABRIC SERVICE, LLC",006354110,51-B,UNCUT DONT SHIP,80,19.4,,,5/30/2024
CF5394-0/0,D63541,"CFAB - CREATIVE FABRIC SERVICE, LLC",006354110,37-B,UNCUT DONT SHIP,60,14.3,,,5/30/2024
CF5394-0/0,D63541,"CFAB - CREATIVE FABRIC SERVICE, LLC",006354111,38-A,UNCUT DONT SHIP,54,12.8,,,5/30/2024
CF5394-0/0,D63541,"CFAB - CREATIVE FABRIC SERVICE, LLC",006354112,38-B,UNCUT DONT SHIP,54,12.8,,,5/30/2024
CF5394-0/0,D63541,"CFAB - CREATIVE FABRIC SERVICE, LLC",006354113,39-A,UNCUT DONT SHIP,60,14.3,,,5/30/2024
CF5394-0/0,D63541,"CFAB - CREATIVE FABRIC SERVICE, LLC",006354114,39-B,UNCUT DONT SHIP,60,14.3,,,5/30/2024
CF5394-0/0,D63541,"CFAB - CREATIVE FABRIC SERVICE, LLC",006354115,40-A,UNCUT DONT SHIP,60,14.2,,,5/30/2024
CF5394-0/0,D63541,"CFAB - CREATIVE FABRIC SERVICE, LLC",006354116,40-B,UNCUT DONT SHIP,60,14.2,,,5/30/2024
CF5394-0/0,D63541,"CFAB - CREATIVE FABRIC SERVICE, LLC",006354117,4026-A,UNCUT DONT SHIP,60,15.5,,,5/30/2024
CF5394-0/0,D63541,"CFAB - CREATIVE FABRIC SERVICE, LLC",006354118,4026-B,UNCUT DONT SHIP,60,15.4,,,5/30/2024
CF5394-0/0,D63541,"CFAB - CREATIVE FABRIC SERVICE, LLC",006354119,4032-A,UNCUT DONT SHIP,60,16.3,,,5/30/2024
CF5394-0/0,D63541,"CFAB - CREATIVE FABRIC SERVICE, LLC",006354120,4032-B,UNCUT DONT SHIP,60,16.2,,,5/30/2024
CF5394-0/0,D63541,"CFAB - CREATIVE FABRIC SERVICE, LLC",006354121,4033-A,UNCUT DONT SHIP,60,15.2,,,5/30/2024
CF5394-0/0,D63541,"CFAB - CREATIVE FABRIC SERVICE, LLC",006354122,4033-B,UNCUT DONT SHIP,60,15.1,,,5/30/2024
CF5394-0/0,D63541,"CFAB - CREATIVE FABRIC SERVICE, LLC",006354123,4036-A,UNCUT DONT SHIP,56,14.5,,,5/30/2024
CF5394-0/0,D63541,"CFAB - CREATIVE FABRIC SERVICE, LLC",006354124,4036-B,UNCUT DONT SHIP,56,14.4,,,5/30/2024
CF5394-0/0,D63541,"CFAB - CREATIVE FABRIC SERVICE, LLC",006354125,4037-A,UNCUT DONT SHIP,58,14.6,,,5/30/2024
CF5394-0/0,D63541,"CFAB - CREATIVE FABRIC SERVICE, LLC",006354126,4037-B,UNCUT DONT SHIP,58,14.5,,,5/30/2024
CF5394-0/0,D63541,"CFAB - CREATIVE FABRIC SERVICE, LLC",006354127,4038-A,UNCUT DONT SHIP,60,15.1,,,5/30/2024
CF5394-0/0,D63541,"CFAB - CREATIVE FABRIC SERVICE, LLC",006354128,4038-B,UNCUT DONT SHIP,60,15.1,,,5/30/2024
CF5394-0/0,D63541,"CFAB - CREATIVE FABRIC SERVICE, LLC",006354129,4039-A,UNCUT DONT SHIP,60,14.8,,,5/30/2024
CF5394-0/0,D63541,"CFAB - CREATIVE FABRIC SERVICE, LLC",006354130,4039-B,UNCUT DONT SHIP,60,14.8,,,5/30/2024
CF5394-0/0,D63541,"CFAB - CREATIVE FABRIC SERVICE, LLC",006354131,4040-A,UNCUT DONT SHIP,60,15,,,5/30/2024
CF5394-0/0,D63541,"CFAB - CREATIVE FABRIC SERVICE, LLC",006354132,4040-B,UNCUT DONT SHIP,60,15,,,5/30/2024
CF5394-0/0,D63541,"CFAB - CREATIVE FABRIC SERVICE, LLC",006354133,4041-A,UNCUT DONT SHIP,65,15.7,,,5/30/2024
CF5394-0/0,D63541,"CFAB - CREATIVE FABRIC SERVICE, LLC",006354134,4041-B,UNCUT DONT SHIP,65,15.6,,,5/30/2024
CF5394-0/0,D63541,"CFAB - CREATIVE FABRIC SERVICE, LLC",006354135,4042-A,UNCUT DONT SHIP,60,14.8,,,5/30/2024
CF5394-0/0,D63541,"CFAB - CREATIVE FABRIC SERVICE, LLC",006354136,4042-B,UNCUT DONT SHIP,60,14.7,,,5/30/2024
CF5394-0/0,D63541,"CFAB - CREATIVE FABRIC SERVICE, LLC",006354137,4043-A,UNCUT DONT SHIP,60,14.3,,,5/30/2024
CF5394-0/0,D63541,"CFAB - CREATIVE FABRIC SERVICE, LLC",006354138,4043-B,UNCUT DONT SHIP,60,14.2,,,5/30/2024
CF5394-0/0,D63541,"CFAB - CREATIVE FABRIC SERVICE, LLC",006354139,4044-A,UNCUT DONT SHIP,60,14.6,,,5/30/2024
CF5394-0/0,D63541,"CFAB - CREATIVE FABRIC SERVICE, LLC",006354140,4044-B,UNCUT DONT SHIP,60,14.5,,,5/30/2024
CF5394-0/0,D63541,"CFAB - CREATIVE FABRIC SERVICE, LLC",006354141,4045-A,UNCUT DONT SHIP,60,14.8,,,5/30/2024
CF5394-0/0,D63541,"CFAB - CREATIVE FABRIC SERVICE, LLC",006354142,4045-B,UNCUT DONT SHIP,60,14.7,,,5/30/2024
CF5394-0/0,D63541,"CFAB - CREATIVE FABRIC SERVICE, LLC",006354143,4046-A,UNCUT DONT SHIP,60,14.8,,,5/30/2024
CF5394-0/0,D63541,"CFAB - CREATIVE FABRIC SERVICE, LLC",006354144,4046-B,UNCUT DONT SHIP,60,14.8,,,5/30/2024
CF5394-0/0,D63541,"CFAB - CREATIVE FABRIC SERVICE, LLC",006354145,4047-A,UNCUT DONT SHIP,60,14.4,,,5/30/2024
CF5394-0/0,D63541,"CFAB - CREATIVE FABRIC SERVICE, LLC",006354146,4047-B,UNCUT DONT SHIP,60,14.3,,,5/30/2024
CF5394-0/0,D63541,"CFAB - CREATIVE FABRIC SERVICE, LLC",006354147,4048-A,UNCUT DONT SHIP,60,14.6,,,5/30/2024
CF5394-0/0,D63541,"CFAB - CREATIVE FABRIC SERVICE, LLC",006354148,4048-B,UNCUT DONT SHIP,60,14.6,,,5/30/2024
CF5394-0/0,D63541,"CFAB - CREATIVE FABRIC SERVICE, LLC",006354149,4049-A,UNCUT DONT SHIP,60,14.5,,,5/30/2024
CF5394-0/0,D63541,"CFAB - CREATIVE FABRIC SERVICE, LLC",006354150,4049-B,UNCUT DONT SHIP,60,14.5,,,5/30/2024
CF5394-0/0,D63541,"CFAB - CREATIVE FABRIC SERVICE, LLC",006354151,4050-A,UNCUT DONT SHIP,60,14.9,,,5/30/2024
CF5394-0/0,D63541,"CFAB - CREATIVE FABRIC SERVICE, LLC",006354152,4050-B,UNCUT DONT SHIP,60,14.8,,,5/30/2024
CF5394-0/0,D63541,"CFAB - CREATIVE FABRIC SERVICE, LLC",006354153,4051-A,UNCUT DONT SHIP,60,14.5,,,5/30/2024
CF5394-0/0,D63541,"CFAB - CREATIVE FABRIC SERVICE, LLC",006354154,4051-B,UNCUT DONT SHIP,60,14.5,,,5/30/2024
CF5394-0/0,D63541,"CFAB - CREATIVE FABRIC SERVICE, LLC",006354155,4052-A,UNCUT DONT SHIP,60,14.5,,,5/30/2024
CF5394-0/0,D63541,"CFAB - CREATIVE FABRIC SERVICE, LLC",006354156,4052-B,UNCUT DONT SHIP,60,14.5,,,5/30/2024
CF5394-0/0,D63541,"CFAB - CREATIVE FABRIC SERVICE, LLC",006354157,4054-A,UNCUT DONT SHIP,55,13.4,,,5/30/2024
CF5394-0/0,D63541,"CFAB - CREATIVE FABRIC SERVICE, LLC",006354158,4054-B,UNCUT DONT SHIP,55,13.4,,,5/30/2024
CF5394-0/0,D63541,"CFAB - CREATIVE FABRIC SERVICE, LLC",006354159,4055-A,UNCUT DONT SHIP,60,14.8,,,5/30/2024
CF5394-0/0,D63541,"CFAB - CREATIVE FABRIC SERVICE, LLC",006354160,4055-B,UNCUT DONT SHIP,60,14.7,,,5/30/2024
CF5394-0/0,D63541,"CFAB - CREATIVE FABRIC SERVICE, LLC",006354161,4056-A,UNCUT DONT SHIP,59,13.9,,,5/30/2024
CF5394-0/0,D63541,"CFAB - CREATIVE FABRIC SERVICE, LLC",006354162,4056-B,UNCUT DONT SHIP,59,13.9,,,5/30/2024
CF5394-0/0,D63541,"CFAB - CREATIVE FABRIC SERVICE, LLC",006354163,4057-A,UNCUT DONT SHIP,59,14.1,,,5/30/2024
CF5394-0/0,D63541,"CFAB - CREATIVE FABRIC SERVICE, LLC",006354164,4057-B,UNCUT DONT SHIP,59,14,,,5/30/2024
CF5394-0/0,D63541,"CFAB - CREATIVE FABRIC SERVICE, LLC",006354165,4058-A,UNCUT DONT SHIP,60,14.1,,,5/30/2024
CF5394-0/0,D63541,"CFAB - CREATIVE FABRIC SERVICE, LLC",006354166,4058-B,UNCUT DONT SHIP,60,14,,,5/30/2024
CF5394-0/0,D63541,"CFAB - CREATIVE FABRIC SERVICE, LLC",006354167,4059-A,UNCUT DONT SHIP,60,14.4,,,5/30/2024
CF5394-0/0,D63541,"CFAB - CREATIVE FABRIC SERVICE, LLC",006354168,4059-B,UNCUT DONT SHIP,60,14.4,,,5/30/2024
CF5394-0/0,D63541,"CFAB - CREATIVE FABRIC SERVICE, LLC",006354169,4060-A,UNCUT DONT SHIP,60,14.7,,,5/30/2024
CF5394-0/0,D63541,"CFAB - CREATIVE FABRIC SERVICE, LLC",006354170,4060-B,UNCUT DONT SHIP,60,14.7,,,5/30/2024
CF5394-0/0,D63541,"CFAB - CREATIVE FABRIC SERVICE, LLC",006354171,4062-A,UNCUT DONT SHIP,61,15.1,,,5/30/2024
CF5394-0/0,D63541,"CFAB - CREATIVE FABRIC SERVICE, LLC",006354172,4062-B,UNCUT DONT SHIP,61,15.1,,,5/30/2024
CF5394-0/0,D63541,"CFAB - CREATIVE FABRIC SERVICE, LLC",006354173,4064-A,UNCUT DONT SHIP,61,14.8,,,5/30/2024
CF5394-0/0,D63541,"CFAB - CREATIVE FABRIC SERVICE, LLC",006354174,4064-B,UNCUT DONT SHIP,61,14.7,,,5/30/2024
CF5394-0/0,D63541,"CFAB - CREATIVE FABRIC SERVICE, LLC",006354175,4067-A,UNCUT DONT SHIP,52,12.8,,,5/30/2024
CF5394-0/0,D63541,"CFAB - CREATIVE FABRIC SERVICE, LLC",006354176,4067-B,UNCUT DONT SHIP,52,12.8,,,5/30/2024
CF5394-0/0,D63541,"CFAB - CREATIVE FABRIC SERVICE, LLC",006354177,4070-A,UNCUT DONT SHIP,60,14.5,,,5/30/2024
CF5394-0/0,D63541,"CFAB - CREATIVE FABRIC SERVICE, LLC",006354178,4070-B,UNCUT DONT SHIP,60,14.5,,,5/30/2024
CF5394-0/0,D63541,"CFAB - CREATIVE FABRIC SERVICE, LLC",006354179,4071-A,UNCUT DONT SHIP,60,14.5,,,5/30/2024
CF5394-0/0,D63541,"CFAB - CREATIVE FABRIC SERVICE, LLC",006354180,4071-B,UNCUT DONT SHIP,60,14.5,,,5/30/2024
CF5394-0/0,D63541,"CFAB - CREATIVE FABRIC SERVICE, LLC",006354181,41-A,UNCUT DONT SHIP,59,14.1,,,5/30/2024
CF5394-0/0,D63541,"CFAB - CREATIVE FABRIC SERVICE, LLC",006354182,41-B,UNCUT DONT SHIP,59,14,,,5/30/2024
CF5394-0/0,D63541,"CFAB - CREATIVE FABRIC SERVICE, LLC",006354183,42-A,UNCUT DONT SHIP,61,14.5,,,5/30/2024
CF5394-0/0,D63541,"CFAB - CREATIVE FABRIC SERVICE, LLC",006354184,42-B,UNCUT DONT SHIP,61,14.5,,,5/30/2024
CF5394-0/0,D63541,"CFAB - CREATIVE FABRIC SERVICE, LLC",006354185,43-A,UNCUT DONT SHIP,55,13.1,,,5/30/2024
CF5394-0/0,D63541,"CFAB - CREATIVE FABRIC SERVICE, LLC",006354186,43-B,UNCUT DONT SHIP,55,13.1,,,5/30/2024
CF5394-0/0,D63541,"CFAB - CREATIVE FABRIC SERVICE, LLC",006354187,44-A,UNCUT DONT SHIP,60,14.3,,,5/30/2024
CF5394-0/0,D63541,"CFAB - CREATIVE FABRIC SERVICE, LLC",006354188,44-B,UNCUT DONT SHIP,60,14.3,,,5/30/2024
CF5394-0/0,D63541,"CFAB - CREATIVE FABRIC SERVICE, LLC",006354189,45-A,UNCUT DONT SHIP,60,14.4,,,5/30/2024
CF5394-0/0,D63541,"CFAB - CREATIVE FABRIC SERVICE, LLC",006354190,45-B,UNCUT DONT SHIP,60,14.3,,,5/30/2024
CF5394-0/0,D63541,"CFAB - CREATIVE FABRIC SERVICE, LLC",006354191,46-A,UNCUT DONT SHIP,60,14.1,,,5/30/2024
CF5394-0/0,D63541,"CFAB - CREATIVE FABRIC SERVICE, LLC",006354192,46-B,UNCUT DONT SHIP,60,14.1,,,5/30/2024
CF5394-0/0,D63541,"CFAB - CREATIVE FABRIC SERVICE, LLC",006354193,47-A,UNCUT DONT SHIP,60,14.1,,,5/30/2024
CF5394-0/0,D63541,"CFAB - CREATIVE FABRIC SERVICE, LLC",006354194,47-B,UNCUT DONT SHIP,60,14.1,,,5/30/2024
CF5394-0/0,D63541,"CFAB - CREATIVE FABRIC SERVICE, LLC",006354195,48-A,UNCUT DONT SHIP,57,13.2,,,5/30/2024
CF5394-0/0,D63541,"CFAB - CREATIVE FABRIC SERVICE, LLC",006354196,48-B,UNCUT DONT SHIP,57,13.1,,,5/30/2024
CF5394-0/0,D63541,"CFAB - CREATIVE FABRIC SERVICE, LLC",006354197,49-A,UNCUT DONT SHIP,60,14,,,5/30/2024
CF5394-0/0,D63541,"CFAB - CREATIVE FABRIC SERVICE, LLC",006354198,49-B,UNCUT DONT SHIP,60,14,,,5/30/2024
CF5394-0/0,D63541,"CFAB - CREATIVE FABRIC SERVICE, LLC",006354199,50-A,UNCUT DONT SHIP,60,13.9,,,5/30/2024
CF5394-0/0,D63543,"CFAB - CREATIVE FABRIC SERVICE, LLC",006354365,5074-A,plant 5 scrim,60,15.1,,,5/30/2024
CF5394-0/0,D63543,"CFAB - CREATIVE FABRIC SERVICE, LLC",006354366,5074-B,plant 5 scrim,60,15,,,5/30/2024
CF5394-0/0,D63543,"CFAB - CREATIVE FABRIC SERVICE, LLC",006354397,51-A,plant 5 scrim,58,14.5,,,5/30/2024
CF5394-0/0,D63543,"CFAB - CREATIVE FABRIC SERVICE, LLC",006354398,51-B,plant 5 scrim,58,14.5,,,5/30/2024
CF5394-0/RW,D63593,"CFAB - CREATIVE FABRIC SERVICE, LLC",006359301,5601-A,UNCUT DONT SHIP,60,15.4,,,5/30/2024
CF5394-0/RW,D63593,"CFAB - CREATIVE FABRIC SERVICE, LLC",006359302,5601-B,UNCUT DONT SHIP,60,15.4,,,5/30/2024
CF5394-0/RW,D63593,"CFAB - CREATIVE FABRIC SERVICE, LLC",006359303,5603-A,UNCUT DONT SHIP,60,13.9,,,5/30/2024
CF5394-0/RW,D63593,"CFAB - CREATIVE FABRIC SERVICE, LLC",006359304,5603-B,UNCUT DONT SHIP,60,13.9,,,5/30/2024
CF5394-0/RW,D63593,"CFAB - CREATIVE FABRIC SERVICE, LLC",006359305,5605-A,UNCUT DONT SHIP,60,14.6,,,5/30/2024
CF5394-0/RW,D63593,"CFAB - CREATIVE FABRIC SERVICE, LLC",006359306,5605-B,UNCUT DONT SHIP,60,14.6,,,5/30/2024
CF5394-0/RW,D63593,"CFAB - CREATIVE FABRIC SERVICE, LLC",006359307,5607-A,UNCUT DONT SHIP,60,14.1,,,5/30/2024
CF5394-0/RW,D63593,"CFAB - CREATIVE FABRIC SERVICE, LLC",006359308,5607-B,UNCUT DONT SHIP,60,14.1,,,5/30/2024
CF5394-0/RW,D63593,"CFAB - CREATIVE FABRIC SERVICE, LLC",006359309,5609-A,UNCUT DONT SHIP,58,13.7,,,5/30/2024
CF5394-0/RW,D63593,"CFAB - CREATIVE FABRIC SERVICE, LLC",006359310,5609-B,UNCUT DONT SHIP,58,13.7,,,5/30/2024
CF5394-0/RW,D63593,"CFAB - CREATIVE FABRIC SERVICE, LLC",006359311,5611-A,UNCUT DONT SHIP,60,14.8,,,5/30/2024
CF5394-0/RW,D63593,"CFAB - CREATIVE FABRIC SERVICE, LLC",006359312,5611-B,UNCUT DONT SHIP,60,14.7,,,5/30/2024
CF5394-0/RW,D63593,"CFAB - CREATIVE FABRIC SERVICE, LLC",006359313,5613-A,UNCUT DONT SHIP,59,14.7,,,5/30/2024
CF5394-0/RW,D63593,"CFAB - CREATIVE FABRIC SERVICE, LLC",006359314,5613-B,UNCUT DONT SHIP,59,14.6,,,5/30/2024
CF5394-0/RW,D63593,"CFAB - CREATIVE FABRIC SERVICE, LLC",006359315,5615-A,UNCUT DONT SHIP,60,15.2,,,5/30/2024
CF5394-0/RW,D63593,"CFAB - CREATIVE FABRIC SERVICE, LLC",006359316,5615-B,UNCUT DONT SHIP,60,15.2,,,5/30/2024
CF5394-0/RW,D63593,"CFAB - CREATIVE FABRIC SERVICE, LLC",006359317,5617-A,UNCUT DONT SHIP,60,15.4,,,5/30/2024
CF5394-0/RW,D63593,"CFAB - CREATIVE FABRIC SERVICE, LLC",006359318,5617-B,UNCUT DONT SHIP,60,15.3,,,5/30/2024
CF5394-0/RW,D63593,"CFAB - CREATIVE FABRIC SERVICE, LLC",006359319,5619-A,UNCUT DONT SHIP,60,15,,,5/30/2024
CF5394-0/RW,D63593,"CFAB - CREATIVE FABRIC SERVICE, LLC",006359320,5619-B,UNCUT DONT SHIP,60,15,,,5/30/2024
CF5394-0/RW,D63593,"CFAB - CREATIVE FABRIC SERVICE, LLC",006359321,5621-A,UNCUT DONT SHIP,60,14.8,,,5/30/2024
CF5394-0/RW,D63593,"CFAB - CREATIVE FABRIC SERVICE, LLC",006359322,5621-B,UNCUT DONT SHIP,60,14.8,,,5/30/2024
CF5394-0/RW,D63593,"CFAB - CREATIVE FABRIC SERVICE, LLC",006359323,5623-A,UNCUT DONT SHIP,60,14.8,,,5/30/2024
CF5394-0/RW,D63593,"CFAB - CREATIVE FABRIC SERVICE, LLC",006359324,5623-B,UNCUT DONT SHIP,60,14.8,,,5/30/2024
CF5394-0/RW,D63593,"CFAB - CREATIVE FABRIC SERVICE, LLC",006359325,5625-A,UNCUT DONT SHIP,60,14.7,,,5/30/2024
CF5394-0/RW,D63593,"CFAB - CREATIVE FABRIC SERVICE, LLC",006359326,5625-B,UNCUT DONT SHIP,60,14.6,,,5/30/2024
CF5394-0/RW,D63593,"CFAB - CREATIVE FABRIC SERVICE, LLC",006359327,5627-A,UNCUT DONT SHIP,60,14.7,,,5/30/2024
CF5394-0/RW,D63593,"CFAB - CREATIVE FABRIC SERVICE, LLC",006359328,5627-B,UNCUT DONT SHIP,60,14.6,,,5/30/2024
CF5394-0/RW,D63593,"CFAB - CREATIVE FABRIC SERVICE, LLC",006359329,5629-A,UNCUT DONT SHIP,60,14.3,,,5/30/2024
CF5394-0/RW,D63593,"CFAB - CREATIVE FABRIC SERVICE, LLC",006359330,5629-B,UNCUT DONT SHIP,60,14.2,,,5/30/2024
CF5394-0/RW,D63593,"CFAB - CREATIVE FABRIC SERVICE, LLC",006359331,5631-A,UNCUT DONT SHIP,60,14.6,,,5/30/2024
CF5394-0/RW,D63593,"CFAB - CREATIVE FABRIC SERVICE, LLC",006359332,5631-B,UNCUT DONT SHIP,60,14.5,,,5/30/2024
CF5394-0/RW,D63593,"CFAB - CREATIVE FABRIC SERVICE, LLC",006359333,5633-A,UNCUT DONT SHIP,65,16.7,,,5/30/2024
CF5394-0/RW,D63593,"CFAB - CREATIVE FABRIC SERVICE, LLC",006359334,5633-B,UNCUT DONT SHIP,65,16.6,,,5/30/2024
CF5394-0/RW,D63593,"CFAB - CREATIVE FABRIC SERVICE, LLC",006359335,5635-A,UNCUT DONT SHIP,60,14.8,,,5/30/2024
CF5394-0/RW,D63593,"CFAB - CREATIVE FABRIC SERVICE, LLC",006359336,5635-B,UNCUT DONT SHIP,60,14.7,,,5/30/2024
CF5394-0/RW,D63593,"CFAB - CREATIVE FABRIC SERVICE, LLC",006359337,5637-A,UNCUT DONT SHIP,60,14.6,,,5/30/2024
CF5394-0/RW,D63593,"CFAB - CREATIVE FABRIC SERVICE, LLC",006359338,5637-B,UNCUT DONT SHIP,60,14.6,,,5/30/2024
CF5394-0/RW,D63593,"CFAB - CREATIVE FABRIC SERVICE, LLC",006359339,5639-A,UNCUT DONT SHIP,60,14.3,,,5/30/2024
CF5394-0/RW,D63593,"CFAB - CREATIVE FABRIC SERVICE, LLC",006359340,5639-B,UNCUT DONT SHIP,60,14.3,,,5/30/2024
CF5394-0/RW,D63593,"CFAB - CREATIVE FABRIC SERVICE, LLC",006359341,5641-A,UNCUT DONT SHIP,60,14.3,,,5/30/2024
CF5394-0/RW,D63593,"CFAB - CREATIVE FABRIC SERVICE, LLC",006359342,5641-B,UNCUT DONT SHIP,60,14.2,,,5/30/2024
CF5394-0/RW,D63593,"CFAB - CREATIVE FABRIC SERVICE, LLC",006359343,5643-A,UNCUT DONT SHIP,60,14.5,,,5/30/2024
CF5394-0/RW,D63593,"CFAB - CREATIVE FABRIC SERVICE, LLC",006359344,5643-B,UNCUT DONT SHIP,60,14.5,,,5/30/2024
CF5394-0/RW,D63593,"CFAB - CREATIVE FABRIC SERVICE, LLC",006359345,5645-A,UNCUT DONT SHIP,60,14.9,,,5/30/2024
CF5394-0/RW,D63593,"CFAB - CREATIVE FABRIC SERVICE, LLC",006359346,5645-B,UNCUT DONT SHIP,60,14.8,,,5/30/2024
CF5394-0/RW,D63593,"CFAB - CREATIVE FABRIC SERVICE, LLC",006359347,5647-A,UNCUT DONT SHIP,60,15.5,,,5/30/2024
CF5394-0/RW,D63593,"CFAB - CREATIVE FABRIC SERVICE, LLC",006359348,5647-B,UNCUT DONT SHIP,60,15.5,,,5/30/2024
CF5394-0/RW,D63593,"CFAB - CREATIVE FABRIC SERVICE, LLC",006359349,5649-A,UNCUT DONT SHIP,60,15.5,,,5/30/2024
CF5394-0/RW,D63593,"CFAB - CREATIVE FABRIC SERVICE, LLC",006359350,5649-B,UNCUT DONT SHIP,60,15.4,,,5/30/2024
CF5394-0/RW,D63593,"CFAB - CREATIVE FABRIC SERVICE, LLC",006359351,5651-A,UNCUT DONT SHIP,60,15.9,,,5/30/2024
CF5394-0/RW,D63593,"CFAB - CREATIVE FABRIC SERVICE, LLC",006359352,5651-B,UNCUT DONT SHIP,60,15.9,,,5/30/2024
CF5394-0/RW,D63593,"CFAB - CREATIVE FABRIC SERVICE, LLC",006359353,5653-A,UNCUT DONT SHIP,60,15.8,,,5/30/2024
CF5394-0/RW,D63593,"CFAB - CREATIVE FABRIC SERVICE, LLC",006359354,5653-B,UNCUT DONT SHIP,60,15.7,,,5/30/2024
CF5394-0/RW,D63593,"CFAB - CREATIVE FABRIC SERVICE, LLC",006359355,5655-A,UNCUT DONT SHIP,60,15,,,5/30/2024
CF5394-0/RW,D63593,"CFAB - CREATIVE FABRIC SERVICE, LLC",006359356,5655-B,UNCUT DONT SHIP-P3,60,14.9,,,5/30/2024
CF5394-0/RW,D63593,"CFAB - CREATIVE FABRIC SERVICE, LLC",006359357,5657-A,UNCUT DONT SHIP,60,15.1,,,5/30/2024
CF5394-0/RW,D63593,"CFAB - CREATIVE FABRIC SERVICE, LLC",006359358,5657-B,UNCUT DONT SHIP,60,15.1,,,5/30/2024
CF5394-0/RW,D63593,"CFAB - CREATIVE FABRIC SERVICE, LLC",006359359,5659-A,UNCUT DONT SHIP,60,15.3,,,5/30/2024
CF5394-0/RW,D63593,"CFAB - CREATIVE FABRIC SERVICE, LLC",006359360,5659-B,UNCUT DONT SHIP,60,15.3,,,5/30/2024
CF5394-0/RW,D63593,"CFAB - CREATIVE FABRIC SERVICE, LLC",006359361,5661-A,UNCUT DONT SHIP,60,15.4,,,5/30/2024
CF5394-0/RW,D63593,"CFAB - CREATIVE FABRIC SERVICE, LLC",006359362,5661-B,UNCUT DONT SHIP,60,15.3,,,5/30/2024
CF5394-0/RW,D63593,"CFAB - CREATIVE FABRIC SERVICE, LLC",006359363,5663-A,UNCUT DONT SHIP,60,15.6,,,5/30/2024
CF5394-0/RW,D63593,"CFAB - CREATIVE FABRIC SERVICE, LLC",006359364,5663-B,UNCUT DONT SHIP,60,15.5,,,5/30/2024
CF5394-0/RW,D63593,"CFAB - CREATIVE FABRIC SERVICE, LLC",006359365,5665-A,UNCUT DONT SHIP,60,15.7,,,5/30/2024
CF5394-0/RW,D63593,"CFAB - CREATIVE FABRIC SERVICE, LLC",006359366,5665-B,UNCUT DONT SHIP,60,15.6,,,5/30/2024
CF5394-0/RW,D63593,"CFAB - CREATIVE FABRIC SERVICE, LLC",006359367,5667-A,UNCUT DONT SHIP,60,15.6,,,5/30/2024
